packed,counter,value,time_of_day
655901481062656670,2330,37.71,11:08:55.326
656168164171999907,2331,29.1,11:08:55.331
656419110521170600,2332,11.33,11:08:55.336
656705962796935853,2333,14.46,11:08:55.341
657093008069782194,2334,75.91,11:08:55.346
657247987669691063,2335,2.28,11:08:55.351
657608352605694652,2336,48.2,11:08:55.356
657846826369837761,2337,23.17,11:08:55.361
658215970218994374,2338,74.2,11:08:55.366
658499094463146699,2339,75.16,11:08:55.371
658731125776345808,2340,46.38,11:08:55.376
659010642247969493,2341,45.24,11:08:55.381
659304469550623450,2342,52.43,11:08:55.386
659590394113452767,2343,55.02,11:08:55.391
659848452928465636,2344,41.39,11:08:55.396
660119173307067113,2345,35.13,11:08:55.401
660478765148957422,2346,80.6,11:08:55.406
660648347637672691,2347,15.47,11:08:55.411
660990536272079608,2348,50.81,11:08:55.416
661352825353431805,2349,97.85,11:08:55.421
661585251803622146,2350,69.3,11:08:55.426
661870987387890439,2351,71.78,11:08:55.431
662117759028849420,2352,51.58,11:08:55.436
662473605659257617,2353,94.87,11:08:55.441
662612745419778838,2354,12.02,11:08:55.446
662902741611604763,2355,16.98,11:08:55.451
663164562817968928,2356,5.54,11:08:55.456
663447824501074725,2357,6.58,11:08:55.461
663732340314630954,2358,8.35,11:08:55.466
664025016566049583,2359,14.87,11:08:55.471
664359628878146356,2360,45.8,11:08:55.476
664587055986404153,2361,14.34,11:08:55.481
664922029075753790,2362,45.48,11:08:55.486
665282290932542275,2363,91.34,11:08:55.491
665530041826044744,2364,71.71,11:08:55.496
665840636681022285,2365,88.66,11:08:55.501
666110309087603538,2366,81.79,11:08:55.506
666302981320502103,2367,30.1,11:08:55.511
666623128182745948,2368,52.61,11:08:55.516
666888402542816097,2369,43.18,11:08:55.521
667121413108558694,2370,14.97,11:08:55.526
667408059225893739,2371,17.98,11:08:55.531
667728893282904944,2372,40.89,11:08:55.536
668034660594641781,2373,55.03,11:08:55.541
668365441795910522,2374,83.73,11:08:55.546
668652689208667007,2375,87.09,11:08:55.551
668794852626164612,2376,6.0,11:08:55.556
669131921659554697,2377,38.36,11:08:55.561
669518640514886542,2378,99.62,11:08:55.566
669728269278669715,2379,57.8,11:08:55.571
670019485241207704,2380,63.47,11:08:55.576
670311714816027549,2381,69.73,11:08:55.581
670563417079442338,2382,52.4,11:08:55.586
670760315560160167,2383,3.17,11:08:55.591
671102658813389740,2384,38.6,11:08:55.596
671387844641844145,2385,40.76,11:08:55.601
671729122743184310,2386,75.57,11:08:55.606
672022383110155195,2387,82.43,11:08:55.611
672323666476035008,2388,93.96,11:08:55.616
672552107196574661,2389,63.09,11:08:55.621
672828136154753994,2390,59.92,11:08:55.626
673108838037351375,2391,59.47,11:08:55.631
673410619619437524,2392,71.29,11:08:55.636
673595595270941657,2393,15.12,11:08:55.641
673869030068874206,2394,10.44,11:08:55.646
674170364974361571,2395,22.0,11:08:55.651
674554730187615208,2396,81.89,11:08:55.656
674760476300962797,2397,37.81,11:08:55.661
675083835798744050,2398,62.19,11:08:55.666
675329662546897911,2399,41.44,11:08:55.671
675676163328470012,2400,79.29,11:08:55.676
675950302501039105,2401,75.02,11:08:55.681
676257049065319430,2402,89.73,11:08:55.686
676535569104530443,2403,88.01,11:08:55.691
676735680220785680,2404,40.65,11:08:55.696
677102075290872853,2405,90.08,11:08:55.701
677392466619690010,2406,95.27,11:08:55.706
677513172380576799,2407,1.69,11:08:55.711
677847492634897444,2408,32.45,11:08:55.716
678190437183548457,2409,68.23,11:08:55.721
678461157562149934,2410,61.97,11:08:55.726
678744728482901043,2411,63.19,11:08:55.731
679041424823708728,2412,72.05,11:08:55.736
679216281532263485,2413,9.99,11:08:55.741
679582676602350658,2414,59.42,11:08:55.746
679886829006384199,2415,72.62,11:08:55.751
680053937593936972,2416,6.05,11:08:55.756
680342370417667153,2417,10.1,11:08:55.761
680756662963039318,2418,87.41,11:08:55.766
680994690050583643,2419,62.12,11:08:55.771
681235225399028832,2420,38.29,11:08:55.776
681463374061792357,2421,7.25,11:08:55.781
681762527123893354,2422,17.54,11:08:55.786
682083051943259247,2423,40.27,11:08:55.791
682395708382538868,2424,58.42,11:08:55.796
682624252182293625,2425,27.61,11:08:55.801
682989942877744254,2426,76.63,11:08:55.806
683146434306141315,2427,3.88,11:08:55.811
683463334173109384,2428,24.5,11:08:55.816
683808804162530445,2429,61.75,11:08:55.821
683987354542959762,2430,1.84,11:08:55.826
684428482043997335,2431,94.77,11:08:55.831
684715677917146268,2432,98.1,11:08:55.836
684867960277593249,2433,22.9,11:08:55.841
685202778748120230,2434,53.95,11:08:55.846
685482415478828203,2435,52.88,11:08:55.851
685746762125962416,2436,42.91,11:08:55.856
686019423829781685,2437,37.78,11:08:55.861
686372178083736762,2438,79.27,11:08:55.866
686676364847508671,2439,92.49,11:08:55.871
686948012939046084,2440,86.77,11:08:55.876
687233903142137033,2441,89.34,11:08:55.881
687426592554904782,2442,37.66,11:08:55.886
687751154643528915,2443,62.74,11:08:55.891
687957553591905496,2444,19.04,11:08:55.896
688278336109309149,2445,41.92,11:08:55.901
688588518647426274,2446,58.63,11:08:55.906
688857830276754663,2447,51.55,11:08:55.911
689140988880645356,2448,52.53,11:08:55.916
689367453916228849,2449,20.51,11:08:55.921
689757608745397494,2450,83.77,11:08:55.926
689915749441236219,2451,11.98,11:08:55.931
690304289362701568,2452,74.3,11:08:55.936
690534774487674117,2453,44.62,11:08:55.941
690862566391704842,2454,71.58,11:08:55.946
691163935656930575,2455,83.16,11:08:55.951
691420705981754644,2456,68.78,11:08:55.956
691669487667408153,2457,49.75,11:08:55.961
691910538411928862,2458,26.22,11:08:55.966
692310674745093411,2459,95.29,11:08:55.971
692562772145499432,2460,78.19,11:08:55.976
692872954683616557,2461,94.9,11:08:55.981
693113043355462962,2462,70.81,11:08:55.986
693291164239162679,2463,10.65,11:08:55.991
693618148689341756,2464,37.14,11:08:55.996
693890690134076737,2465,31.94,11:08:56.001
694270485502127430,2466,89.17,11:08:56.006
694474943125286219,2467,44.34,11:08:56.011
694696769596190032,2468,9.62,11:08:56.016
695111869595413845,2469,87.4,11:08:56.021
695402226564492634,2470,92.57,11:08:56.026
695625856921660767,2471,58.9,11:08:56.031
695889361755204964,2472,48.44,11:08:56.036
696169874659241321,2473,47.88,11:08:56.041
696519399097789806,2474,87.49,11:08:56.046
696758388258008435,2475,62.76,11:08:56.051
697101985641688440,2476,98.92,11:08:56.056
697357089519201661,2477,83.57,11:08:56.061
697602950627093890,2478,62.84,11:08:56.066
697847420165582215,2479,41.3,11:08:56.071
698214742948605324,2480,91.27,11:08:56.076
698510253878439313,2481,99.44,11:08:56.081
698720174699998614,2482,57.79,11:08:56.086
699070540952137115,2483,97.89,11:08:56.091
699297212146150816,2484,65.99,11:08:56.096
699615039726054821,2485,87.15,11:08:56.101
699886120881909162,2486,81.1,11:08:56.106
700081284195839407,2487,30.86,11:08:56.111
700329602025024948,2488,11.56,11:08:56.116
700762173951208889,2489,99.51,11:08:56.121
700958608575458750,2490,50.01,11:08:56.126
701165248042003907,2491,6.45,11:08:56.131
701456017327943112,2492,11.86,11:08:56.136
701808050027392461,2493,52.93,11:08:56.141
702027196438703570,2494,16.65,11:08:56.146
702407541562568151,2495,74.2,11:08:56.151
702649159242771932,2496,51.0,11:08:56.156
702892116952772065,2497,28.58,11:08:56.161
703165242513059302,2498,23.72,11:08:56.166
703508874256477675,2499,59.9,11:08:56.171
703743585629269488,2500,32.68,11:08:56.176
704134358933728757,2501,96.3,11:08:56.181
704331412033269242,2502,47.16,11:08:56.186
704539202551049727,2503,4.27,11:08:56.191
704895616117140996,2504,47.89,11:08:56.196
705182571472121353,2505,51.08,11:08:56.201
705425924319112718,2506,28.89,11:08:56.206
705799345955696147,2507,82.41,11:08:56.211
705960458768903704,2508,12.35,11:08:56.216
706346627868421661,2509,73.29,11:08:56.221
706505472938896930,2510,1.91,11:08:56.226
706892260513705511,2511,63.21,11:08:56.231
707107575814188588,2512,24.7,11:08:56.236
707360755546353201,2513,8.23,11:08:56.241
707676882319207990,2514,28.4,11:08:56.246
708044136382754363,2515,78.33,11:08:56.251
708303483687956032,2516,65.45,11:08:56.256
708580526258417221,2517,62.87,11:08:56.261
708851092018196042,2518,56.52,11:08:56.266
709192902695480911,2519,91.64,11:08:56.271
709345081976712788,2520,16.38,11:08:56.276
709691462499200601,2521,54.16,11:08:56.281
710050676383968862,2522,99.41,11:08:56.286
710227818015125091,2523,38.68,11:08:56.291
710483591907536488,2524,23.72,11:08:56.296
710802106682207853,2525,45.28,11:08:56.301
711138643139653234,2526,77.33,11:08:56.306
711317090440867447,2527,17.36,11:08:56.311
711606021480803964,2528,21.7,11:08:56.316
711862774625758849,2529,7.31,11:08:56.321
712237793990176390,2530,61.76,11:08:56.326
712517636879314571,2531,60.81,11:08:56.331
712775489535897232,2532,47.06,11:08:56.336
713143585413033621,2533,97.48,11:08:56.341
713283274929368730,2534,14.95,11:08:56.346
713650838230560415,2535,65.06,11:08:56.351
713930990357343908,2536,64.29,11:08:56.356
714201521757384361,2537,57.92,11:08:56.361
714536340227911342,2538,88.97,11:08:56.366
714709736647585459,2539,26.06,11:08:56.371
714960579917541048,2540,8.23,11:08:56.376
715377123025776317,2541,86.85,11:08:56.381
715574760240869058,2542,38.05,11:08:56.386
715925573169606343,2543,78.41,11:08:56.391
716075003671768780,2544,1.55,11:08:56.396
716495893286907601,2545,82.7,11:08:56.401
716669976901349078,2546,20.19,11:08:56.406
717033520113151707,2547,67.96,11:08:56.411
717353203118927584,2548,90.2,11:08:56.416
717519212194852581,2549,22.99,11:08:56.421
717929639269658346,2550,98.05,11:08:56.426
718192559987650287,2551,87.25,11:08:56.431
718473175970901748,2552,86.75,11:08:56.436
718665281268117241,2553,34.73,11:08:56.441
718960551679782654,2554,42.76,11:08:56.446
719283567580180227,2555,66.94,11:08:56.451
719491443997306632,2556,24.1,11:08:56.456
719745602982014733,2557,8.2,11:08:56.461
720041749567008530,2558,16.74,11:08:56.466
720457674199953175,2559,95.0,11:08:56.471
720627325408145180,2560,29.91,11:08:56.476
720897186793287457,2561,23.15,11:08:56.481
721248308959670054,2562,63.69,11:08:56.486
721450052163497771,2563,17.28,11:08:56.491
721804661843324720,2564,59.85,11:08:56.496
721997024838577973,2565,7.98,11:08:56.501
722348799839989562,2566,48.9,11:08:56.506
722554133636476735,2567,4.58,11:08:56.511
722937485237448516,2568,63.88,11:08:56.516
723114764307558217,2569,3.23,11:08:56.521
723487172331859790,2570,56.16,11:08:56.526
723683486697025363,2571,6.59,11:08:56.531
723975578832891736,2572,12.77,11:08:56.536
724257517666070365,2573,13.04,11:08:56.541
724670659160207202,2574,89.68,11:08:56.546
724825947997761383,2575,16.23,11:08:56.551
725122214841839468,2576,24.84,11:08:56.556
725505806960979825,2577,84.28,11:08:56.561
725704990364299126,2578,36.38,11:08:56.566
726067142006697851,2579,83.34,11:08:56.571
726354131721416576,2580,86.55,11:08:56.576
726530276920160133,2581,25.24,11:08:56.581
726834034187202442,2582,38.21,11:08:56.586
727184297360125839,2583,78.25,11:08:56.591
727427014551957396,2584,55.69,11:08:56.596
727649700016320409,2585,21.47,11:08:56.601
728020871090040734,2586,73.68,11:08:56.606
728181520046780323,2587,3.35,11:08:56.611
728573908258942888,2588,67.91,11:08:56.616
728819923985657773,2589,47.27,11:08:56.621
729165222176386994,2590,84.42,11:08:56.626
729470336653094839,2591,98.18,11:08:56.631
729619372018266044,2592,21.09,11:08:56.636
729879612676665281,2593,8.73,11:08:56.641
730276398935338950,2594,75.85,11:08:56.646
730591580815388619,2595,95.47,11:08:56.651
730871303445442512,2596,94.45,11:08:56.656
731069043739750357,2597,45.71,11:08:56.661
731371048660135898,2598,57.66,11:08:56.666
731669944024199135,2599,67.8,11:08:56.671
731996327178956772,2600,93.94,11:08:56.676
732127890617167849,2601,6.68,11:08:56.681
732456936651649006,2602,34.37,11:08:56.686
732750970112733171,2603,41.68,11:08:56.691
733074295250776056,2604,66.04,11:08:56.696
733366576365203453,2605,72.33,11:08:56.701
733679078185660418,2606,90.39,11:08:56.706
733973884740857863,2607,98.15,11:08:56.711
734239485518442508,2608,88.91,11:08:56.716
734481841933021201,2609,66.14,11:08:56.721
734703324806541334,2610,31.22,11:08:56.726
735093926312308763,2611,94.74,11:08:56.731
735299311648403488,2612,50.45,11:08:56.736
735564963965595685,2613,41.24,11:08:56.741
735933386260246570,2614,91.85,11:08:56.746
736164489860509743,2615,62.53,11:08:56.751
736509014957125684,2616,99.23,11:08:56.756
736744001207824441,2617,72.17,11:08:56.761
737059337706696766,2618,91.88,11:08:56.766
737327652903612483,2619,84.22,11:08:56.771
737493129403592776,2620,16.7,11:08:56.776
737900068964954189,2621,89.73,11:08:56.781
738120022830116946,2622,53.92,11:08:56.786
738471368334798935,2623,94.59,11:08:56.791
738614614084055132,2624,14.13,11:08:56.796
738946460437213281,2625,43.45,11:08:56.801
739262638749675622,2626,63.65,11:08:56.806
739587029039607915,2627,88.63,11:08:56.811
739717596045406320,2628,0.79,11:08:56.816
740163379290992757,2629,96.43,11:08:56.821
740282951180513402,2630,2.19,11:08:56.826
740594130151043199,2631,19.48,11:08:56.831
740854611327611012,2632,7.26,11:08:56.836
741212055685853321,2633,51.48,11:08:56.841
741505247333347470,2634,58.3,11:08:56.846
741845322843844755,2635,92.41,11:08:56.851
742081786563293336,2636,66.21,11:08:56.856
742355255720964253,2637,61.55,11:08:56.861
742531177581408418,2638,0.11,11:08:56.866
742944147276853415,2639,76.65,11:08:56.871
743189355549716652,2640,55.54,11:08:56.876
743487082682675377,2641,65.0,11:08:56.881
743717980124508342,2642,35.56,11:08:56.886
743979148495843515,2643,23.74,11:08:56.891
744388493238890688,2644,98.17,11:08:56.896
744583364495044805,2645,47.76,11:08:56.901
744809296954683594,2646,15.43,11:08:56.906
745178372084363471,2647,66.42,11:08:56.911
745439712254390484,2648,54.7,11:08:56.916
745678529615917273,2649,29.87,11:08:56.921
745944216292847838,2650,20.68,11:08:56.926
746202756144197859,2651,7.33,11:08:56.931
746625449645601000,2652,89.53,11:08:56.936
746835868683366637,2653,48.17,11:08:56.941
747046562599039218,2654,6.97,11:08:56.946
747402220250886391,2655,50.15,11:08:56.951
747711887392927996,2656,66.56,11:08:56.956
747904130129096961,2657,14.62,11:08:56.961
748160883274051846,2658,0.23,11:08:56.966
748561088326693131,2659,69.34,11:08:56.971
748752557968748816,2660,16.95,11:08:56.976
749085967690002709,2661,47.18,11:08:56.981
749321452156907802,2662,20.41,11:08:56.986
749679188572926239,2663,64.8,11:08:56.991
749989594449342756,2664,81.64,11:08:56.996
750296581531791657,2665,96.49,11:08:57.001
750494648243613998,2666,47.94,11:08:57.006
750835874805346611,2667,82.72,11:08:57.011
751118140056039736,2668,83.18,11:08:57.016
751286159176659261,2669,17.14,11:08:57.021
751670627469128002,2670,77.09,11:08:57.026
751991409986531655,2671,99.97,11:08:57.031
752239951154016588,2672,80.8,11:08:57.036
752549240338936145,2673,96.99,11:08:57.041
752757838310568278,2674,54.57,11:08:57.046
753032252361044315,2675,50.46,11:08:57.051
753371606317035872,2676,84.15,11:08:57.056
753555465277043045,2677,27.33,11:08:57.061
753924557586592106,2678,78.33,11:08:57.066
754194333072388463,2679,71.52,11:08:57.071
754390595897946484,2680,21.92,11:08:57.076
754646696207872377,2681,7.15,11:08:57.081
755015290301215102,2682,57.86,11:08:57.086
755335523062804867,2683,80.42,11:08:57.091
755564376100204936,2684,49.79,11:08:57.096
755793143238259085,2685,19.11,11:08:57.101
756168111063069074,2686,73.53,11:08:57.106
756402186780701079,2687,45.94,11:08:57.111
756615062539760028,2688,6.01,11:08:57.116
756966974980125089,2689,47.01,11:08:57.121
757176380405608870,2690,5.06,11:08:57.126
757486700382679467,2691,21.85,11:08:57.131
757747868754014640,2692,10.03,11:08:57.136
758103543585730997,2693,53.22,11:08:57.141
758375724253213114,2694,47.81,11:08:57.146
758743407813489087,2695,97.99,11:08:57.151
758912234387960260,2696,32.42,11:08:57.156
759244974094315977,2697,62.26,11:08:57.161
759517257841013198,2698,56.91,11:08:57.166
759839689625858515,2699,80.75,11:08:57.171
760014924291535320,2700,18.91,11:08:57.176
760284751316939229,2701,12.13,11:08:57.181
760714093427716578,2702,98.2,11:08:57.186
760902573772534247,2703,44.07,11:08:57.191
761144380431299052,2704,20.98,11:08:57.196
761407816545366513,2705,10.48,11:08:57.201
761743803246998006,2706,42.21,11:08:57.206
762117774639395323,2707,96.05,11:08:57.211
762373101855207936,2708,80.83,11:08:57.216
762643719154594309,2709,74.51,11:08:57.221
762834965458350602,2710,21.99,11:08:57.226
763088901104759311,2711,5.96,11:08:57.231
763447341895414292,2712,50.76,11:08:57.236
763703682723508761,2713,36.13,11:08:57.241
764083443731821086,2714,93.34,11:08:57.246
764258575318282787,2715,31.44,11:08:57.251
764582690730308136,2716,56.26,11:08:57.256
764811371969016365,2717,25.53,11:08:57.261
765138030001680946,2718,51.83,11:08:57.266
765440515958403639,2719,64.06,11:08:57.271
765763703657493052,2720,88.34,11:08:57.276
765958282855871041,2721,37.76,11:08:57.281
766232542287524422,2722,33.56,11:08:57.286
766534615927386699,2723,45.55,11:08:57.291
766883796768551504,2724,84.96,11:08:57.296
767124864692941397,2725,61.44,11:08:57.301
767361019174744666,2726,35.06,11:08:57.306
767710182836040287,2727,74.46,11:08:57.311
767999904149959268,2728,79.26,11:08:57.316
768159917451539049,2729,8.56,11:08:57.321
768452765501649518,2730,15.18,11:08:57.326
768837336873333363,2731,75.19,11:08:57.331
769002607214883448,2732,7.55,11:08:57.336
769321877903798909,2733,29.55,11:08:57.341
769572377576370818,2734,11.52,11:08:57.346
769971517477122695,2735,80.01,11:08:57.351
770274295491621516,2736,92.41,11:08:57.356
770423244957446801,2737,15.27,11:08:57.361
770792972922155670,2738,66.64,11:08:57.366
771129354760778395,2739,98.6,11:08:57.371
771277359333798560,2740,20.91,11:08:57.376
771686978954752677,2741,95.5,11:08:57.381
771950226090259114,2742,84.89,11:08:57.386
772117729814803119,2743,18.55,11:08:57.391
772436811525157556,2744,40.44,11:08:57.396
772750653375410873,2745,59.28,11:08:57.401
773061746446594750,2746,76.52,11:08:57.406
773322158903685827,2747,64.26,11:08:57.411
773570545452348104,2748,45.0,11:08:57.416
773885916310958797,2749,64.73,11:08:57.421
774070101688480466,2750,8.1,11:08:57.426
774357778597966551,2751,11.71,11:08:57.431
774766212807946972,2752,85.61,11:08:57.436
775054302034293473,2753,89.46,11:08:57.441
775345500816962278,2754,95.12,11:08:57.446
775463973194855147,2755,0.24,11:08:57.451
775809408824537840,2756,37.47,11:08:57.456
776118577750373109,2757,53.59,11:08:57.461
776414844594451194,2758,62.2,11:08:57.466
776619525555909375,2759,17.5,11:08:57.471
776935257191772932,2760,37.44,11:08:57.476
777198246629241609,2761,26.68,11:08:57.481
777552014495478542,2762,68.76,11:08:57.486
777884754201834259,2763,98.6,11:08:57.491
778148121596424984,2764,88.06,11:08:57.496
778348078093857565,2765,40.61,11:08:57.501
778656388026233634,2766,56.23,11:08:57.506
778962911252214567,2767,70.81,11:08:57.511
779226450445497132,2768,60.37,11:08:57.516
779508698516321073,2769,60.82,11:08:57.521
779807026944701238,2770,70.63,11:08:57.526
780127792282235707,2771,93.5,11:08:57.531
780359531537658688,2772,64.55,11:08:57.536
780538150637564741,2773,4.68,11:08:57.541
780970378966365002,2774,92.43,11:08:57.546
781133879781389135,2775,23.76,11:08:57.551
781476068415796052,2776,59.1,11:08:57.556
781782986778768217,2777,73.91,11:08:57.561
782077999492395870,2778,81.79,11:08:57.566
782307608444040035,2779,51.6,11:08:57.571
782620642840441704,2780,69.97,11:08:57.576
782921599788807021,2781,81.31,11:08:57.581
783099651953030002,2782,21.11,11:08:57.586
783453059042014071,2783,62.98,11:08:57.591
783671707237118844,2784,26.41,11:08:57.596
784005013879157633,2785,56.58,11:08:57.601
784274737825346438,2786,49.74,11:08:57.606
784545028707218315,2787,43.23,11:08:57.611
784880792070550416,2788,74.83,11:08:57.616
785097842537821077,2789,37.33,11:08:57.621
785415240620995482,2790,58.24,11:08:57.626
785745214368412575,2791,86.47,11:08:57.631
785887601124209572,2792,5.51,11:08:57.636
786196185934492585,2793,21.29,11:08:57.641
786465463204082606,2794,14.19,11:08:57.646
786768756614656947,2795,26.89,11:08:57.651
787106598742160312,2796,59.7,11:08:57.656
787407555690525629,2797,71.04,11:08:57.661
787666817096381378,2798,58.11,11:08:57.666
787984627496416199,2799,79.26,11:08:57.671
788196335024370636,2800,38.65,11:08:57.676
788527408283415505,2801,67.52,11:08:57.681
788812662831346646,2802,69.72,11:08:57.686
788998669275001819,2803,14.15,11:08:57.691
789260164063851488,2804,2.52,11:08:57.696
789545470151390181,2805,4.75,11:08:57.701
789902759890809834,2806,48.88,11:08:57.706
790218903843533807,2807,69.06,11:08:57.711
790465881642922996,2808,48.98,11:08:57.716
790779482975007737,2809,67.68,11:08:57.721
791052539815818238,2810,62.78,11:08:57.726
791362224137729027,2811,79.2,11:08:57.731
791572471376802824,2812,37.74,11:08:57.736
791792597040657421,2813,2.03,11:08:57.741
792115819099485202,2814,26.33,11:08:57.746
792480307204092951,2815,74.65,11:08:57.751
792663839746585628,2816,17.64,11:08:57.756
793015889625904161,2817,58.72,11:08:57.761
793230620810834982,2818,19.87,11:08:57.766
793605124779177003,2819,74.02,11:08:57.771
793807228760257584,2820,27.82,11:08:57.776
794052351133774901,2821,6.66,11:08:57.781
794474701037794362,2822,88.66,11:08:57.786
794645090980361279,2823,24.0,11:08:57.791
794895659372409924,2824,6.01,11:08:57.796
795175313282987081,2825,4.95,11:08:57.801
795603418443183182,2826,90.3,11:08:57.806
795892882059064403,2827,94.95,11:08:57.811
796087564336657496,2828,44.43,11:08:57.816
796448427488867421,2829,90.64,11:08:57.821
796575438261744738,2830,0.73,11:08:57.826
796912644734088295,2831,33.17,11:08:57.831
797285087118128236,2832,86.12,11:08:57.836
797540929730016369,2833,71.2,11:08:57.841
797825531442918518,2834,73.02,11:08:57.846
798146949615481979,2835,96.27,11:08:57.851
798305588527527040,2836,24.77,11:08:57.856
798570210052568197,2837,14.96,11:08:57.861
798916435956233354,2838,52.65,11:08:57.866
799124707510350991,2839,10.04,11:08:57.871
799469181067359380,2840,46.71,11:08:57.876
799749504992834713,2841,46.04,11:08:57.881
800005416324199582,2842,31.16,11:08:57.886
800359355989128355,2843,73.34,11:08:57.891
800650606311404712,2844,79.03,11:08:57.896
800906998679106733,2845,64.43,11:08:57.901
801099636552266930,2846,12.72,11:08:57.906
801429627479553207,2847,40.96,11:08:57.911
801671554397402300,2848,17.94,11:08:57.916
802007077242565825,2849,49.4,11:08:57.921
802278725334103238,2850,43.68,11:08:57.926
802572879054271691,2851,51.06,11:08:57.931
802919328296236240,2852,88.88,11:08:57.936
803107310424847573,2853,34.46,11:08:57.941
803481333356852442,2854,88.33,11:08:57.946
803773717550494943,2855,94.68,11:08:57.951
804000096686732516,2856,62.61,11:08:57.956
804198936492668137,2857,14.51,11:08:57.961
804531590299677934,2858,44.3,11:08:57.966
804801984260764915,2859,37.85,11:08:57.971
805111153186600184,2860,53.97,11:08:57.976
805432365200733437,2861,77.1,11:08:57.981
805741138989577474,2862,92.99,11:08:57.986
805870898541524231,2863,4.68,11:08:57.991
806254559380141324,2864,64.16,11:08:57.996
806449035499304209,2865,13.52,11:08:58.001
806801033839015190,2866,54.57,11:08:58.006
806990802674021659,2867,1.19,11:08:58.011
807366423333860640,2868,55.99,11:08:58.016
807689112816743717,2869,79.98,11:08:58.021
807838680757859626,2870,3.2,11:08:58.026
808238095536518447,2871,71.85,11:08:58.031
808503576055018804,2872,62.54,11:08:58.036
808747616096777529,2873,40.75,11:08:58.041
808978513538610494,2874,11.31,11:08:58.046
809371760744232259,2875,76.37,11:08:58.051
809679898877916488,2876,91.89,11:08:58.056
809845220759074125,2877,24.28,11:08:58.061
810184935492318546,2878,58.18,11:08:58.066
810510854790608215,2879,84.05,11:08:58.071
810801830234977628,2880,89.58,11:08:58.076
811033071274194273,2881,60.34,11:08:58.081
811319665851921766,2882,63.32,11:08:58.086
811529277435835755,2883,21.49,11:08:58.091
811894693253379440,2884,70.35,11:08:58.096
812166581863085429,2885,64.77,11:08:58.101
812431804683548026,2886,55.31,11:08:58.106
812761933049787775,2887,83.63,11:08:58.111
812963933951653252,2888,37.37,11:08:58.116
813232352227784073,2889,29.77,11:08:58.121
813593662056592782,2890,76.24,11:08:58.126
813779565421032851,2891,20.61,11:08:58.131
814070661124486552,2892,26.21,11:08:58.136
814349902718203293,2893,24.91,11:08:58.141
814749025439085986,2894,93.39,11:08:58.146
814923366751565223,2895,31.03,11:08:58.151
815313882357986732,2896,94.5,11:08:58.156
815464996487329201,2897,18.62,11:08:58.161
815745509391365558,2898,18.06,11:08:58.166
816160970167842235,2899,96.05,11:08:58.171
816413582964323776,2900,79.25,11:08:58.176
816651111835661765,2901,53.67,11:08:58.181
817009483906840010,2902,98.43,11:08:58.186
817241772918076879,2903,69.8,11:08:58.191
817459338781423060,2904,32.6,11:08:58.196
817710972325361113,2905,15.23,11:08:58.201
817970061932525022,2906,2.2,11:08:58.206
818351317589456355,2907,60.28,11:08:58.211
818607692777289192,2908,45.67,11:08:58.216
818940123245999597,2909,75.33,11:08:58.221
819219347659847154,2910,74.02,11:08:58.226
819528550945420791,2911,90.16,11:08:58.231
819792210397787644,2912,79.79,11:08:58.236
820079440630674945,2913,83.14,11:08:58.241
820328239496197638,2914,64.12,11:08:58.246
820526752884618763,2915,15.83,11:08:58.251
820817436271212048,2916,21.19,11:08:58.256
821114321590580757,2917,30.16,11:08:58.261
821470769516410394,2918,73.8,11:08:58.266
821681205734045215,2919,32.45,11:08:58.271
821951513795786276,2920,25.95,11:08:58.276
822280748808828457,2921,53.75,11:08:58.281
822480241449793070,2922,6.03,11:08:58.286
822904773197198899,2923,89.3,11:08:58.291
823182571681904184,2924,87.16,11:08:58.296
823404037375555133,2925,52.23,11:08:58.301
823676578820290114,2926,47.03,11:08:58.306
824004095846413895,2927,73.83,11:08:58.311
824289676811859532,2928,76.22,11:08:58.316
824479978222810705,2929,23.15,11:08:58.321
824857849445512790,2930,79.26,11:08:58.326
825122848927675995,2931,69.67,11:08:58.331
825334985952360032,2932,29.31,11:08:58.336
825656146426885733,2933,52.41,11:08:58.341
825984196028954218,2934,79.52,11:08:58.346
826229644819986031,2935,58.55,11:08:58.351
826559962164786804,2936,86.98,11:08:58.356
826810530556835449,2937,68.99,11:08:58.361
827006638763570814,2938,19.3,11:08:58.366
827316512064042627,2939,35.83,11:08:58.371
827628687466985096,2940,53.7,11:08:58.376
827917120290715277,2941,57.75,11:08:58.381
828257642477811346,2942,92.12,11:08:58.386
828521679887300247,2943,81.97,11:08:58.391
828755154309510812,2944,54.03,11:08:58.396
828954732849821345,2945,6.36,11:08:58.401
829289259262572198,2946,37.24,11:08:58.406
829557952416609963,2947,29.8,11:08:58.411
829868856509232816,2948,46.93,11:08:58.416
830124441423083189,2949,31.86,11:08:58.421
830454054393247418,2950,59.88,11:08:58.426
830801070570895039,2951,98.03,11:08:58.431
831066207492011716,2952,88.52,11:08:58.436
831293754859353801,2953,57.13,11:08:58.441
831631511087511246,2954,89.89,11:08:58.446
831813566161254099,2955,32.02,11:08:58.451
832064254812387032,2956,14.1,11:08:58.456
832344200780740317,2957,13.21,11:08:58.461
832730387060127458,2958,74.16,11:08:58.466
832892616564831975,2959,4.75,11:08:58.471
833308283499738860,2960,82.86,11:08:58.476
833541362784958193,2961,54.69,11:08:58.481
833880888539641590,2962,88.48,11:08:58.486
834061156906989307,2963,29.57,11:08:58.491
834369982235440896,2964,45.49,11:08:58.496
